Thực tế,Dự đoán
-5.0,-3.1318324
-19.0,-19.094692
4.0,3.299857
-6.0,-9.954955
5.0,6.7578435
-1.0,-10.627093
-13.0,-8.355699
1.0,-7.2835784
-11.0,-9.660678
-19.0,-7.2831497
-3.0,-8.973176
19.0,16.853958
-12.0,-8.689755
-20.0,-4.9866242
-15.0,-10.38468
-22.0,-6.1314197
-6.0,-6.7964826
-1.0,9.60358
-23.0,-17.200033
-16.0,-4.964169
-16.0,-12.123752
6.0,5.7256536
18.0,8.543348
-6.0,-10.287356
-12.0,-4.5391884
-19.0,-19.506575
79.0,69.93894
10.0,5.1028543
10.0,-5.7100153
-16.0,-12.230007
-7.0,-8.166514
-16.0,-17.042576
-13.0,-17.597588
-14.0,-12.952955
-21.0,-8.285519
3.0,-11.225734
-23.0,-12.824075
0.0,-0.028564671
9.0,10.293714
-17.0,-13.67957
25.0,16.80705
8.0,-3.8112977
53.0,52.528282
-1.0,-15.883158
25.0,30.7992
48.0,55.913242
31.0,17.307774
-10.0,-15.405668
160.0,154.51207
-22.0,-12.843491
-32.0,-19.566174
-24.0,-3.500103
-35.0,-25.656824
-11.0,-4.7737656
-18.0,-11.754413
129.0,148.12878
-6.0,-12.62363
-10.0,-9.047633
-4.0,-13.645978
-27.0,-13.6344385
-15.0,-20.19443
14.0,20.430975
-13.0,-19.129534
-9.0,-10.9958515
3.0,6.1793165
41.0,45.557014
-23.0,-14.755154
-7.0,-9.399134
-10.0,-12.525909
35.0,44.44719
-9.0,-16.249119
8.0,8.411553
-26.0,-18.517418
38.0,33.70144
-8.0,-12.9218855
-17.0,-4.1800604
9.0,6.936557
14.0,-0.41321746
47.0,44.64366
-26.0,-21.613
10.0,15.498181
-44.0,-18.237553
-14.0,-15.7532835
59.0,68.00092
71.0,77.83382
3.0,0.3531332
-24.0,-19.246525
160.0,159.12094
3.0,5.7529397
-9.0,-12.687652
-2.0,-11.348516
-9.0,-14.733429
38.0,34.496628
-8.0,-9.787025
-11.0,-13.503598
-9.0,-14.084425
-19.0,-15.813122
4.0,4.017851
42.0,45.452785
6.0,16.417751
3.0,-10.005237
-2.0,-6.772842
10.0,12.808406
2.0,-2.4494276
-8.0,-13.244456
14.0,5.0298457
-18.0,-14.34832
70.0,74.012085
3.0,-6.9501314
-36.0,-26.700567
12.0,13.179213
-31.0,-15.953698
48.0,44.68275
6.0,5.6304417
-2.0,-14.31184
-9.0,2.068588
-6.0,-13.262991
-9.0,-8.744425
-20.0,-18.873726
-14.0,-13.590808
194.0,183.43224
23.0,19.710806
-20.0,-15.8026285
6.0,4.6184664
-9.0,-13.441552
-4.0,-9.877831
-8.0,-5.987871
13.0,15.598738
152.0,144.64902
-4.0,-11.520059
-9.0,-10.307443
19.0,20.939758
-9.0,-10.751681
-22.0,-14.7077
0.0,-10.270038
-19.0,-19.823816
-12.0,-15.427289
8.0,-12.103003
58.0,50.469765
10.0,19.244884
-7.0,-4.2693577
-8.0,-7.451082
8.0,-15.584338
55.0,46.89446
-4.0,-11.951669
-13.0,3.0770435
-10.0,-11.370554
-12.0,-20.428555
-5.0,-11.561216
-1.0,-2.9867094
-26.0,-16.138948
-17.0,-15.529506
66.0,69.86541
-17.0,-19.103733
-10.0,-12.916243
-11.0,-8.172399
9.0,17.681543
-12.0,-10.717392
-16.0,-8.802017
-11.0,-10.606387
-43.0,-27.776781
2.0,-12.69369
-23.0,-15.617791
10.0,7.895845
2.0,-17.426634
-16.0,-18.730658
15.0,12.451689
109.0,120.92112
-18.0,-8.122359
13.0,18.324163
-10.0,-9.849913
-3.0,-2.1052861
-16.0,-7.711278
-14.0,-11.138792
-5.0,-9.328709
-10.0,-10.240323
70.0,154.07692
-5.0,-14.694505
-25.0,-13.16803
-2.0,2.2089622
36.0,6.5604877
-14.0,-10.395135
-23.0,-16.037325
-35.0,-25.042727
47.0,46.10279
-9.0,-10.67829
-4.0,-12.097028
-14.0,-13.018185
30.0,6.8323574
18.0,8.620737
-2.0,-6.1203284
-2.0,-8.059133
8.0,-13.275796
-26.0,-23.73559
7.0,-5.50445
0.0,-0.98427516
-18.0,-7.827259
-3.0,-12.697287
35.0,21.990236
-14.0,-11.314218
-48.0,-19.109669
-6.0,-10.0088625
-22.0,-9.569411
-21.0,-19.325605
11.0,18.881977
-6.0,2.962845
-3.0,7.8775644
-9.0,-5.521777
9.0,10.396875
-3.0,-15.919594
-2.0,1.9175676
-13.0,-1.8278928
-10.0,-9.270493
-26.0,-20.747654
64.0,69.304535
-10.0,-6.962954
-3.0,-6.1396275
3.0,7.0742097
10.0,20.223528
38.0,-14.981148
-38.0,-14.003781
-12.0,-11.204138
-16.0,-9.248334
-18.0,-15.580796
138.0,131.29366
-12.0,-11.794697
-3.0,-6.4463215
4.0,0.023614455
-8.0,-15.924953
-19.0,-8.888139
-16.0,-10.39311
4.0,-3.8213966
-12.0,-16.49734
138.0,148.74518
-10.0,-14.207429
-9.0,-2.8673737
-26.0,-18.775259
-10.0,-9.355208
-23.0,-16.121035
29.0,22.900072
-12.0,-15.868403
-23.0,-20.997406
-14.0,-0.5825328
6.0,14.625645
78.0,79.60113
20.0,3.8538196
-25.0,-23.357216
-21.0,-11.599986
-23.0,-12.074332
-3.0,3.014933
-18.0,-11.82338
-5.0,-4.028362
-21.0,-15.208398
166.0,158.6399
-7.0,-14.885664
-15.0,-16.120827
2.0,5.158139
-13.0,-13.641525
-26.0,-25.821568
8.0,4.0772614
246.0,222.73943
-9.0,-12.281941
-11.0,-16.208618
-11.0,-15.626583
-19.0,-15.971461
-13.0,-17.357784
-5.0,-12.591634
-1.0,-0.49043614
22.0,-2.9170375
12.0,20.299433
7.0,-5.459916
83.0,2.470543
16.0,12.482972
-3.0,-20.473494
-19.0,-13.921818
-8.0,-9.361945
-27.0,-24.753092
-1.0,-0.36918887
-27.0,-9.467299
-16.0,-13.030411
24.0,4.529291
-17.0,-12.234187
18.0,19.931751
80.0,71.011284
-18.0,-18.467962
20.0,18.796406
50.0,40.73347
30.0,15.414276
-5.0,-11.1941595
-24.0,-11.693876
-13.0,-8.595823
6.0,11.67125
-5.0,-11.35273
9.0,6.1535916
-8.0,-7.75841
33.0,39.454372
-7.0,-7.6169505
-7.0,-15.361659
67.0,33.82049
-15.0,-17.30305
-10.0,-7.6886435
-6.0,-4.4099007
-5.0,-5.8443184
14.0,-13.375481
-45.0,-15.844398
5.0,-10.067863
114.0,133.35992
-17.0,-13.664626
-21.0,-15.25568
49.0,52.326477
-20.0,-17.827272
5.0,4.280712
-17.0,-16.144793
5.0,-0.35023156
-33.0,-15.462875
50.0,55.189312
36.0,10.631856
-19.0,-13.191474
-5.0,-3.086959
-15.0,-16.094433
-16.0,-16.110424
46.0,61.815514
-8.0,-13.702368
-22.0,-10.66552
-23.0,-11.2100935
-33.0,-14.446785
3.0,-8.399354
-11.0,-15.033791
-8.0,-10.932703
-7.0,-13.319153
-12.0,-13.614021
3.0,6.1671996
-3.0,2.0329385
25.0,31.507631
-12.0,-16.847952
-4.0,-2.216922
-22.0,-15.719143
6.0,11.476045
-12.0,-7.20707
-1.0,-4.8751855
-5.0,-10.261433
15.0,4.3114476
-14.0,-14.52156
-4.0,-8.248454
5.0,22.177073
-1.0,-4.9093375
-3.0,4.4071765
98.0,100.66555
126.0,88.946815
-6.0,-10.351558
-14.0,-10.860886
-10.0,-8.385373
-7.0,-9.37853
-36.0,-21.32331
-14.0,-7.9456863
2.0,10.165831
-1.0,-5.5152626
-13.0,-8.164676
-5.0,-8.4273615
-3.0,-7.714998
-4.0,1.1320595
-14.0,-10.672943
-17.0,-11.285749
-7.0,-12.497585
15.0,11.138888
-18.0,-11.298352
-9.0,-7.0233064
-19.0,-18.011549
-16.0,-7.894453
-5.0,-8.785255
-20.0,-8.50415
5.0,5.1349187
-4.0,-6.3101535
-16.0,-17.679848
-11.0,-15.0322075
-12.0,-10.157731
-5.0,-8.939251
-14.0,-13.612244
-7.0,-10.429004
-14.0,-9.515772
13.0,2.1912472
-18.0,-6.4860597
4.0,-6.4081225
17.0,3.8439507
77.0,66.72418
4.0,-1.7684283
-18.0,-13.44757
-30.0,-19.812126
-13.0,-19.392628
-20.0,-10.33787
31.0,28.304138
46.0,59.193005
-14.0,-13.936043
-27.0,-19.255167
-16.0,-15.456583
7.0,11.118912
-20.0,-20.246115
-11.0,-16.053864
26.0,19.984108
-8.0,-22.091791
64.0,63.693108
0.0,-15.284656
127.0,123.65485
-18.0,-13.970994
-31.0,-11.157652
-7.0,-9.182781
2.0,-5.702502
-14.0,-16.405949
-12.0,-14.543807
3.0,-0.9923689
-11.0,-6.7283983
-14.0,-6.0437684
-4.0,-9.40763
-17.0,-14.822301
53.0,38.58282
-17.0,-17.25512
6.0,2.2649865
-16.0,-12.625687
-20.0,-0.25874522
78.0,70.069405
84.0,82.96023
-38.0,-20.649784
-3.0,-4.587849
-11.0,-13.260275
-17.0,-15.559669
3.0,-6.465742
2.0,-11.952621
12.0,5.346015
-18.0,-16.185452
41.0,39.555817
54.0,45.551697
-4.0,-3.4844234
-9.0,-17.578197
-21.0,-13.756226
-20.0,-10.919634
-23.0,-11.4507885
-22.0,-18.933601
5.0,-8.204584
31.0,48.930992
9.0,4.5714526
-18.0,-14.26088
10.0,18.153942
-20.0,-15.659523
-4.0,-4.987207
1.0,-4.9542418
-24.0,-22.303883
87.0,97.73826
-13.0,-20.071838
-9.0,-11.766988
6.0,22.84497
-4.0,-0.60819983
-5.0,-5.338259
-17.0,-20.857742
19.0,26.572235
41.0,37.475395
-5.0,-1.5031819
32.0,5.791192
2.0,3.8568847
-7.0,0.71925026
-21.0,1.5377051
-3.0,-9.105116
-4.0,-7.2347546
-23.0,-19.793842
-18.0,-10.436728
-12.0,-19.667622
3.0,-0.8199263
-7.0,-9.361049
-20.0,-16.504978
34.0,29.732983
-14.0,-8.370158
2.0,-3.413427
46.0,47.04977
-4.0,-1.527773
-16.0,-21.441154
-13.0,-16.705702
8.0,-13.2049
-9.0,2.7788925
-5.0,-14.17247
-16.0,-4.880369
1.0,-1.1886878
-27.0,-21.442337
-8.0,-14.123708
-3.0,-5.4370375
-10.0,-7.0848336
0.0,-1.0516899
9.0,8.0148
28.0,25.127123
9.0,-0.44040778
-1.0,-24.62448
-14.0,-16.362562
12.0,12.991423
21.0,16.856369
-9.0,-13.654357
-4.0,-7.373492
-13.0,-15.0891485
-11.0,-17.28274
-8.0,-20.242735
226.0,226.5863
11.0,9.473902
-9.0,-8.901929
-10.0,-6.0319734
-20.0,-11.141458
-14.0,-7.9269633
-8.0,-15.423239
11.0,7.9220886
-15.0,-19.492264
-11.0,-16.481041
-14.0,-11.97447
-32.0,-14.4788685
2.0,9.104443
-6.0,-13.612502
0.0,-5.8513217
33.0,29.974106
-25.0,-16.739035
-7.0,-12.835265
-20.0,-16.658485
-12.0,-11.872265
87.0,80.68015
5.0,2.0822558
7.0,6.3323255
-20.0,-19.245203
-22.0,-13.744665
1.0,-15.654266
-10.0,-0.67034984
30.0,34.060806
-26.0,-18.368511
10.0,1.243172
-18.0,-16.999195
-27.0,-14.969288
379.0,382.56137
-4.0,-10.544649
20.0,-5.646807
-13.0,-10.384372
22.0,24.681479
-22.0,-15.946282
-23.0,-19.463129
-7.0,-13.294569
-14.0,-15.596886
-10.0,-20.073357
54.0,37.994614
15.0,18.820253
34.0,34.90925
-19.0,-5.204349
15.0,22.669167
-12.0,-17.373634
13.0,13.538579
-4.0,-16.868217
7.0,-5.7951164
-9.0,5.887589
13.0,6.037873
1.0,9.235083
-28.0,-21.300047
-3.0,-10.172933
5.0,3.1226165
56.0,48.37699
-3.0,-14.974058
-11.0,-6.555591
-22.0,-23.711954
13.0,-1.7850944
0.0,-6.732872
-10.0,-7.057491
2.0,2.2389367
-20.0,-22.315536
-6.0,-2.4212093
-7.0,7.578741
-26.0,-19.172651
1.0,-13.920242
12.0,18.570103
-1.0,1.6965567
-11.0,-2.4097986
-13.0,-17.925777
-19.0,-12.9502945
-10.0,-16.451065
-8.0,-10.510928
-15.0,-15.989081
-8.0,-9.050134
37.0,10.64657
-12.0,-6.632719
-8.0,2.9215539
1.0,-12.33751
7.0,6.30306
45.0,36.988976
-7.0,2.1398835
-14.0,-11.618922
-24.0,-14.821613
-5.0,-8.571836
45.0,41.80212
8.0,6.7087526
-22.0,-16.75566
-11.0,-13.687334
-7.0,-13.473751
34.0,24.30902
-15.0,-16.262691
-17.0,-11.247077
3.0,1.9903214
9.0,-5.973592
19.0,16.031813
18.0,31.29017
124.0,150.8339
-6.0,-4.0406365
50.0,58.21698
-36.0,-23.170044
25.0,25.22915
-5.0,-11.534063
-27.0,-12.544891
-17.0,-2.895232
34.0,45.164135
106.0,99.38689
0.0,5.891334
0.0,9.529161
89.0,78.90021
12.0,20.357273
7.0,15.551114
18.0,22.348951
-5.0,-7.4252634
-23.0,-18.318802
44.0,46.848713
-22.0,-12.659147
1.0,5.8109727
-1.0,-7.4007955
-21.0,-4.434939
-11.0,-1.9728326
-22.0,-17.327454
-20.0,-18.720707
23.0,18.522182
5.0,-7.0525103
-1.0,-19.520308
0.0,5.0762753
-1.0,-3.0266888
-1.0,-0.6988111
3.0,27.525274
-9.0,-13.137082
-10.0,-16.94718
1.0,-0.9286347
22.0,23.427904
-15.0,-15.872339
13.0,10.890496
-20.0,-8.307152
-1.0,-4.188604
-15.0,-14.415444
-6.0,-6.759824
-9.0,-7.0931444
-1.0,-2.5529144
1.0,4.614478
-6.0,-7.9513884
-5.0,-13.39103
-18.0,-4.806586
-8.0,-5.259468
-4.0,-7.6477666
-22.0,-16.101313
-4.0,-14.3356285
-6.0,-1.2358235
-22.0,-11.827193
-21.0,-15.541677
-24.0,-22.606857
95.0,89.312965
-24.0,-15.150844
-10.0,-13.851839
-19.0,-18.503586
9.0,16.529696
-13.0,-13.573857
74.0,69.44726
-8.0,-16.075445
25.0,28.281855
10.0,16.946146
2.0,-0.8322702
0.0,7.3239374
-6.0,-4.1488442
-8.0,-13.291188
-19.0,-19.765036
-17.0,-4.834359
-16.0,-12.56472
-36.0,-21.689852
-15.0,-15.1392765
-11.0,-11.575767
-14.0,-14.71549
-16.0,-17.566671
-4.0,-9.312625
-7.0,4.3040705
16.0,18.41644
19.0,4.190299
-21.0,-24.209301
-12.0,-6.732048
-8.0,-11.994207
22.0,16.30825
-18.0,-9.771491
-22.0,-16.44044
-13.0,-17.572323
-26.0,-26.482052
-13.0,-9.429913
-37.0,-19.047747
4.0,5.7591095
0.0,-3.7079098
-26.0,-17.324057
-9.0,-10.355104
-21.0,-23.948408
11.0,4.2664046
34.0,3.6799474
40.0,36.71756
4.0,16.391157
13.0,-1.5653889
-16.0,-12.419409
-17.0,-15.65282
58.0,38.012173
33.0,18.274275
164.0,172.77579
-17.0,-16.24019
63.0,68.88311
-11.0,-19.065851
-12.0,-15.522876
-2.0,-1.9127578
-4.0,-2.069313
-16.0,-13.31602
-25.0,-19.553873
-13.0,-13.383459
-1.0,4.6418276
28.0,29.4563
9.0,10.242191
-16.0,-12.833941
-11.0,-11.168442
-16.0,-15.926976
-19.0,-7.3950443
-18.0,-11.076511
5.0,6.8708534
68.0,75.02095
22.0,37.57052
-8.0,-1.6070237
-6.0,-14.668542
0.0,1.3556625
-6.0,-2.6580088
-2.0,-2.881913
-7.0,-5.395211
-8.0,-4.138991
2.0,2.4815996
-7.0,-13.61814
-18.0,-19.860441
-16.0,-16.065014
65.0,55.135796
7.0,-9.446892
11.0,7.062256
1.0,6.6707115
-22.0,-26.953176
-5.0,-10.261289
110.0,97.928406
-2.0,-2.026074
-11.0,-11.521461
-29.0,-14.626885
135.0,127.41864
69.0,62.697174
-5.0,-7.6360416
-12.0,-10.477772
-7.0,-12.540983
33.0,14.120132
-15.0,-15.1462145
-34.0,-19.259254
10.0,11.280172
-3.0,-2.128442
-23.0,-15.210311
-18.0,-12.840408
15.0,-0.09487644
-7.0,-7.0608587
-19.0,-16.009256
-18.0,-10.16518
70.0,78.95985
-19.0,-11.342998
-5.0,-8.366794
-4.0,-2.449801
-10.0,-9.7359295
0.0,-10.219578
46.0,39.10008
-17.0,-14.83955
-10.0,-14.479703
-16.0,-15.6357565
141.0,127.820625
-23.0,-11.935894
-19.0,-15.640701
-5.0,8.60506
-19.0,-20.514256
11.0,20.297312
41.0,27.500216
-9.0,-11.539755
17.0,10.751922
-2.0,-8.118727
-11.0,-5.042452
-23.0,-9.646534
-16.0,-11.807209
-17.0,-12.3882675
32.0,29.27523
-7.0,0.50199795
-22.0,-16.995167
17.0,-9.854703
125.0,139.3307
39.0,30.6815
57.0,58.453087
34.0,40.046745
-18.0,-18.057663
-10.0,-13.1396475
10.0,5.230598
4.0,-7.759563
19.0,-11.663371
10.0,16.773373
2.0,6.1840014
-7.0,-14.788084
-15.0,-20.388155
11.0,-7.4942737
-8.0,-15.208378
-10.0,-18.431763
44.0,41.04076
73.0,68.525566
6.0,0.6512422
19.0,5.9879265
6.0,5.5222144
11.0,7.8902082
-15.0,-8.722489
-32.0,-25.428318
-13.0,-12.649292
-7.0,0.69635415
-3.0,-0.4823818
-15.0,-11.199524
14.0,1.9364992
-19.0,-14.542161
-35.0,-16.929804
-33.0,-23.105598
-4.0,-5.3800178
1.0,3.1355767
-11.0,-6.5260205
-19.0,-17.224041
1.0,4.0200934
-24.0,-15.474025
-12.0,-18.084764
-13.0,-9.244094
-14.0,-15.350501
-16.0,-16.226223
-10.0,-10.360927
230.0,231.15848
-19.0,-20.823603
-7.0,-8.081824
-17.0,-9.129916
-23.0,-18.549644
-4.0,-3.97206
-12.0,-8.857722
58.0,56.800087
-19.0,-12.91868
-24.0,-13.862424
118.0,115.80342
3.0,5.398223
-42.0,-21.562496
5.0,-6.335007
-10.0,-5.5359993
-10.0,-2.7012606
-18.0,-14.314544
2.0,-7.2429767
12.0,6.1152835
27.0,21.186012
25.0,12.067395
-1.0,-2.1804407
-31.0,-19.672215
-5.0,-1.7038282
0.0,-0.83970267
14.0,5.873518
3.0,-6.1451077
-13.0,-16.187855
-12.0,-5.8473372
-2.0,-0.19816948
-12.0,-16.82947
-14.0,-1.6382691
70.0,31.559984
-16.0,-13.353701
-13.0,-7.3228784
-18.0,-10.193584
-5.0,-15.498506
-15.0,-16.923283
-6.0,2.8135579
-20.0,-25.20914
-23.0,-13.980366
45.0,47.08257
-35.0,-22.031675
50.0,21.616829
-6.0,-21.154234
-24.0,-18.118362
-11.0,-14.05791
58.0,63.776043
2.0,3.3410468
6.0,-1.9980032
6.0,3.7080557
-17.0,-16.002638
-31.0,-29.138094
-24.0,-13.843132
-21.0,-15.620752
5.0,-1.5364711
-6.0,-9.511354
16.0,13.229984
-21.0,-17.22991
7.0,3.1959085
-14.0,-11.206143
-6.0,-7.0271
-4.0,-14.581729
-7.0,-4.4742856
-3.0,0.0900699
-5.0,-11.655076
-13.0,-9.822185
-11.0,-27.619013
-1.0,0.54999167
28.0,17.95113
21.0,12.764554
7.0,12.5670185
-30.0,-16.040241
-2.0,-12.23403
3.0,-9.286136
-13.0,-13.391819
-13.0,-10.751667
-17.0,-12.236906
31.0,17.326925
36.0,35.96424
-14.0,-10.361194
-3.0,-2.6476388
-18.0,-19.604362
26.0,27.72136
-5.0,-4.032237
-18.0,-10.632999
-4.0,-4.619577
1.0,3.2760851
31.0,9.7190485
-24.0,-10.573237
-12.0,-14.422244
-14.0,-8.556136
-14.0,-10.6276045
-13.0,-11.120196
6.0,-1.2719874
0.0,4.981101
-11.0,-1.6289669
55.0,41.59465
78.0,82.82048
-6.0,-13.331934
98.0,100.31936
-7.0,-9.927257
-7.0,-6.2995563
4.0,-7.2664685
-5.0,-6.691828
-10.0,-5.254221
-16.0,-14.261304
-5.0,-16.338907
253.0,227.03116
10.0,-1.2854999
-6.0,-3.3729746
-25.0,-13.720719
18.0,14.218119
3.0,-10.235966
-12.0,-19.033766
-2.0,-14.915234
6.0,5.830668
-8.0,-14.494102
-10.0,-0.9049857
-7.0,-6.6592426
-2.0,-7.013501
-2.0,3.1592286
-22.0,-17.179098
9.0,3.7608845
30.0,30.837168
-18.0,-16.452122
139.0,156.06015
-19.0,-14.387471
-11.0,0.80545515
-11.0,-10.221697
-7.0,-12.4834385
-3.0,-0.46657947
55.0,50.101624
-2.0,-8.785105
-10.0,-1.8563741
63.0,22.211384
-15.0,-15.549087
5.0,0.54135424
16.0,21.520216
-19.0,-15.478346
-9.0,-16.24478
-2.0,-12.85384
12.0,0.59962857
-25.0,-23.106989
-17.0,-2.9759336
-28.0,-7.3981466
-12.0,-14.483215
-7.0,-8.413041
-8.0,-7.984742
-15.0,-15.113855
0.0,-14.527213
0.0,1.3621057
136.0,150.81964
-8.0,-17.61591
99.0,89.955986
14.0,-10.5132475
-20.0,-14.516127
-24.0,-17.619322
-17.0,-16.610836
2.0,-4.9445767
4.0,-16.281628
-4.0,-5.151775
-3.0,-10.691431
-14.0,-9.967065
5.0,-12.823943
-23.0,-16.632687
-2.0,-2.8472373
-16.0,-14.495885
-9.0,-10.292209
26.0,16.864674
174.0,158.32643
-25.0,-20.433723
-17.0,-9.0709095
60.0,52.67654
36.0,18.243464
-27.0,-14.774035
27.0,38.290943
-36.0,-18.906942
22.0,16.426033
65.0,65.049576
13.0,-4.849344
8.0,6.725633
-9.0,-16.419003
-14.0,-10.248732
7.0,-3.7190986
-14.0,-18.64508
-17.0,-14.402237
4.0,-17.191795
-20.0,-11.344013
-26.0,-28.593613
-13.0,-10.852032
-1.0,-3.1764529
1.0,-2.7224352
37.0,39.574665
-21.0,-13.626558
-35.0,-11.509325
-6.0,-9.820769
11.0,3.8945029
-36.0,-23.398813
-20.0,-15.627746
-8.0,-7.441998
-4.0,-2.4712033
9.0,1.7098861
-14.0,-13.4225
-25.0,-17.344318
-6.0,-3.9048538
-25.0,-21.31519
1.0,3.1904347
-8.0,-10.698069
-19.0,-14.296158
12.0,-13.147677
-38.0,-27.793684
-26.0,-7.158834
37.0,50.629765
-25.0,-4.0041327
-2.0,-10.85198
-12.0,-2.663187
9.0,3.9186265
-3.0,-8.774671
-1.0,4.161574
-5.0,-10.797869
-18.0,-13.620559
-16.0,-13.640482
34.0,35.487247
-4.0,-17.337301
254.0,220.76233
-9.0,-8.044619
-19.0,-10.262711
25.0,20.885656
-1.0,3.382646
-12.0,-14.439955
-11.0,-14.718192
-12.0,-17.72029
-12.0,-6.004933
-24.0,-16.943293
-2.0,-7.3886714
0.0,-10.114459
-18.0,-18.206873
-17.0,-12.9189
0.0,-3.2941806
21.0,24.633894
17.0,1.2614657
-34.0,-27.570068
39.0,50.423416
0.0,-1.6188922
-1.0,-9.285081
-1.0,-12.284811
-4.0,-1.8111043
1.0,10.926183
-13.0,-11.521698
-7.0,-13.114049
-27.0,-9.823325
-22.0,-8.442845
-21.0,-16.976263
-6.0,-12.034617
-15.0,-9.7394495
-28.0,-13.103121
-15.0,-11.343243
-26.0,-24.726986
35.0,35.28473
168.0,182.22832
33.0,30.96417
-15.0,-12.311597
9.0,16.78625
-15.0,-12.335288
76.0,100.474266
24.0,24.623705
-40.0,-22.543604
-21.0,-11.490744
-20.0,-13.1650095
64.0,72.495125
-2.0,-7.212419
45.0,36.14098
0.0,-1.6638196
23.0,23.995363
20.0,24.332422
-7.0,-9.790737
33.0,33.29664
-13.0,-5.136036
-4.0,-8.801439
13.0,13.0056715
-9.0,-10.396395
-13.0,-2.7485437
-27.0,-23.627243
-10.0,-9.603836
2.0,5.92852
-17.0,-17.205183
-11.0,-13.85109
-21.0,-19.566507
-13.0,-14.769548
-20.0,-15.644557
-7.0,-11.315824
-14.0,-5.9993887
-7.0,-1.0906365
29.0,47.432926
-2.0,-7.3141513
6.0,1.2774498
-20.0,-11.090527
14.0,15.487127
-26.0,-17.938381
-21.0,-16.79875
-6.0,-4.098067
-20.0,-14.847755
5.0,-6.5306196
14.0,8.216893
-6.0,-4.4384313
-14.0,-15.694525
15.0,13.265317
-1.0,1.3470958
-18.0,-14.812859
-15.0,2.5531998
-14.0,-15.335531
11.0,-5.000247
-15.0,-7.683616
33.0,22.695415
0.0,5.2212214
26.0,17.242926
7.0,2.6349127
-1.0,3.1522331
-20.0,-18.127607
-8.0,-6.3890676
-12.0,-22.601116
2.0,-12.223062
-41.0,-17.479214
30.0,18.099558
-10.0,-8.978264
-1.0,-10.332642
89.0,84.75349
-5.0,-8.065136
-21.0,-13.121097
0.0,-0.03711315
-22.0,-9.664459
24.0,26.271788
-30.0,-25.814203
179.0,176.72852
-8.0,-9.074721
-24.0,-23.354082
-20.0,-9.6651
-14.0,-12.429101
1.0,-0.7457712
-5.0,-7.6136
-12.0,-10.717958
-28.0,-4.9219995
-10.0,-10.647245
-6.0,4.1384706
-8.0,-6.0432963
-14.0,-13.209061
-9.0,-11.924337
8.0,1.6114551
-8.0,-1.941454
-10.0,3.1866963
-7.0,-9.986337
-4.0,-4.8624144
-19.0,-9.979135
0.0,-15.958009
-8.0,-2.0941052
-3.0,-2.6008704
-15.0,-22.198515
8.0,-13.2277155
2.0,1.7184576
8.0,-2.5879586
11.0,5.4809556
-7.0,-10.942087
-1.0,-11.385235
-22.0,-16.006765
109.0,117.92133
-15.0,-12.600102
-7.0,-11.380345
-21.0,-16.678041
71.0,76.57666
28.0,26.50416
-6.0,-10.857429
-9.0,-8.772842
-16.0,-13.657665
-20.0,-14.516572
-5.0,-11.888145
-16.0,-8.571977
-15.0,-12.662903
2.0,-5.3547916
-11.0,-1.7532088
-5.0,-5.292422
-1.0,-11.202532
101.0,92.85028
-8.0,-9.38035
-37.0,-20.234194
14.0,-2.9247713
54.0,55.87408
-19.0,-13.447766
1.0,0.92756295
66.0,61.74533
-12.0,-18.892776
-21.0,-17.168743
-17.0,-14.00714
-1.0,9.778534
32.0,29.899128
-14.0,-11.368545
-17.0,-14.938107
-8.0,-8.464226
-16.0,-15.742296
232.0,238.29898
-15.0,-8.0080595
-23.0,-22.194344
-11.0,-10.456674
-4.0,-13.651
23.0,23.349543
-44.0,-25.251398
-8.0,-15.084007
-27.0,-17.39371
-18.0,-22.02303
-13.0,-9.930703
-4.0,-7.8393497
71.0,83.84812
-26.0,-23.365831
6.0,9.171008
-21.0,-15.796188
-19.0,-7.968648
-11.0,-10.755105
-3.0,-11.30648
-13.0,-16.347942
-16.0,-8.002861
-13.0,-19.011744
-10.0,-8.077715
-18.0,-18.439432
-19.0,-4.8448706
-24.0,-17.099016
43.0,40.16295
-25.0,-14.218694
-13.0,-15.4485445
-3.0,-15.624499
-17.0,-10.488926
-17.0,-24.47489
21.0,27.506178
-16.0,1.3734345
-21.0,-11.390834
17.0,18.393282
1.0,-3.9297714
-11.0,-11.857871
-9.0,-14.165427
-22.0,-18.24466
-7.0,-1.0674453
-13.0,-12.3372135
-8.0,-8.874783
-13.0,-13.339739
-4.0,-5.681542
21.0,12.69071
47.0,35.482944
-14.0,-13.514692
-28.0,-13.909695
-16.0,-18.977894
-9.0,-3.575351
-20.0,-11.139599
-13.0,-7.3420196
-12.0,-11.928772
-13.0,-13.858342
-30.0,-30.808117
-22.0,-15.635649
-4.0,1.8516352
-8.0,-10.758188
-6.0,-9.703563
1.0,-7.291256
-15.0,-17.683676
-7.0,-13.1129
-1.0,-1.4308236
10.0,8.461209
-5.0,-2.8436527
-31.0,-19.044289
-6.0,0.5357593
56.0,45.82463
22.0,-0.4812454
22.0,8.719929
-19.0,-16.334959
29.0,27.407236
89.0,101.7322
3.0,-15.604444
16.0,6.3306985
-24.0,-20.108599
-16.0,-15.856232
117.0,109.455475
-16.0,-15.766043
-7.0,-14.079475
-17.0,-23.523302
-6.0,-11.663637
-6.0,-13.880349
-20.0,-7.587153
6.0,4.1156535
7.0,15.138543
-18.0,-17.568338
-19.0,-10.18331
12.0,11.289917
